Error,Time,Features
84.926351994877862,2015-04-16 02:19:27,"{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (4, 15), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': True, 'before_noun': False}"
84.926351994877862,2015-04-16 02:28:20,"{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (8, 15), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': True, 'before_noun': False}"
84.926351994877862,2015-04-16 02:29:59,"{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 6), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': True, 'before_noun': False}"
84.926351994877862,2015-04-16 02:41:26,"{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 9), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': True, 'before_noun': False}"
84.926351994877862,2015-04-16 02:42:48,"{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 4), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': True, 'before_noun': False}"
84.925740523758591,2015-04-16 02:48:53,"{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': True, 'before_noun': False}"
84.937646892583047,2015-04-16 02:56:46,"{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': True, 'before_noun': True}"
84.925740523758591,2015-04-16 03:01:57,"{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': True, 'before_noun': False}"
58.048255787749554,2015-04-16 03:38:56,"{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': True, 'before_noun': False}"
133.29903857196618,2015-04-16 03:42:55,"{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': True, 'before_noun': False}"
100.19638610984772,2015-04-16 03:49:12,"{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': True, 'before_noun': False}"
100.54225261751155,2015-04-16 04:40:39,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': True, 'before_noun': False}"
100.54225261751155,2015-04-16 04:56:48,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': True, 'before_noun': False}"
100.54225261751155,2015-04-16 05:02:25,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': True, 'before_noun': False}"
100.48321322664238,2015-04-16 05:07:48,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': True, 'before_noun': False}"
86.416951309822366,2015-04-16 05:17:12,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': True, 'before_noun': False}"
86.40877148457605,2015-04-16 05:21:29,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
86.449823191401393,2015-04-16 05:26:00,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': True, 'before_noun': False}"
86.449823191401393,2015-04-16 05:30:45,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': True}"
84.888963595692914,2015-04-16 05:34:09,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': True, 'capital': True, 'unique': True, 'question_average': True, 'user_average': False, 'question_count': False, 'before_noun': True}"
86.40877148457605,2015-04-16 05:39:48,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
86.362725471566691,2015-04-16 05:44:36,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
86.449823191401393,2015-04-16 05:48:54,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': True}"
86.40877148457605,2015-04-16 05:53:06,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
86.40877148457605,2015-04-16 17:15:46,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
51.080328894790796,2015-04-16 20:27:40,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
86.452708906042858,2015-04-16 20:32:23,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
86.452708906042858,2015-04-16 20:38:53,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
85.515721341114983,2015-04-16 22:15:32,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
86.452708906042858,2015-04-16 22:20:37,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'rbf', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
85.515721341114983,2015-04-16 22:26:12,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': 0.5, 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
85.515721341114983,2015-04-16 22:29:16,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': 100, 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
85.515721341114983,2015-04-16 22:33:12,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': 100, 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
86.318099990470785,2015-04-16 22:38:41,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'rbf', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
86.387757011069041,2015-04-16 22:45:51,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'rbf', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': True, 'before_noun': False}"
86.452708906042858,2015-04-16 22:50:58,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'rbf', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
86.452708906042858,2015-04-16 22:56:09,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'provided_answer': True, 'question_percent': False, 'wiki_answer': False, 'foreign': True, 'ngram_range': (2, 10), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'rbf', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
